1000
806	222	
182	637	
630	623	
477	694	
402	734	
678	346	
198	632	
180	756	
779	232	
351	703	
162	799	
932	133	
788	83	
548	503	
770	240	
303	423	
178	705	
242	757	
898	340	
608	520	
116	832	
634	93	
914	130	
624	241	
526	440	
490	745	
722	435	
356	596	
323	485	
456	700	
675	173	
219	766	
679	113	
618	421	
83	839	
451	282	
431	248	
358	1000	
998	43	
35	936	
902	153	
909	154	
368	853	
381	191	
90	477	
788	386	
424	509	
384	571	
107	1000	
454	656	
519	768	
410	568	
42	763	
516	515	
653	324	
759	22	
461	595	
271	684	
925	181	
406	649	
963	188	
607	266	
772	377	
379	679	
746	117	
464	323	
981	38	
266	546	
62	838	
697	193	
84	1000	
15	707	
788	702	
313	373	
121	787	
684	357	
284	412	
601	787	
398	539	
414	249	
972	49	
692	317	
510	330	
323	763	
59	931	
455	474	
345	584	
188	447	
515	623	
739	397	
543	376	
319	387	
906	196	
688	162	
693	255	
63	719	
227	673	
50	612	
294	890	
453	781	
651	542	
518	495	
589	900	
719	214	
122	525	
664	413	
138	667	
419	658	
168	851	
334	497	
117	747	
649	197	
656	291	
977	276	
752	311	
579	863	
608	431	
763	218	
729	603	
754	473	
115	1000	
420	349	
763	402	
108	383	
535	978	
911	175	
764	637	
669	633	
737	169	
955	338	
462	571	
927	341	
237	576	
258	790	
968	192	
548	497	
351	604	
175	884	
423	604	
669	403	
748	414	
617	444	
744	577	
128	519	
8	775	
547	390	
465	149	
440	77	
539	430	
294	778	
376	635	
900	161	
200	720	
182	835	
724	464	
241	843	
153	800	
913	3	
204	989	
265	585	
336	577	
176	511	
533	706	
275	816	
502	412	
502	523	
926	190	
922	426	
119	1000	
861	65	
516	802	
476	657	
629	424	
592	592	
625	410	
222	561	
238	515	
672	316	
762	472	
322	667	
348	958	
555	304	
985	221	
723	444	
660	136	
915	34	
594	294	
275	555	
524	312	
756	286	
34	1000	
884	271	
936	206	
560	102	
371	525	
535	749	
274	922	
52	776	
284	306	
580	327	
197	802	
508	623	
594	511	
586	488	
884	396	
41	809	
177	1000	
353	1000	
395	708	
854	1	
379	721	
579	162	
403	844	
454	693	
789	216	
769	382	
703	163	
157	895	
414	477	
96	850	
185	650	
771	244	
865	235	
605	232	
469	683	
848	81	
38	813	
484	332	
71	472	
787	264	
363	756	
160	690	
989	196	
80	919	
806	419	
215	851	
732	435	
577	215	
470	326	
810	121	
496	430	
658	171	
542	643	
844	390	
692	515	
466	214	
591	325	
191	1000	
712	476	
63	907	
652	530	
525	866	
105	596	
933	107	
149	678	
683	305	
513	212	
412	872	
926	109	
675	270	
442	708	
726	223	
130	1000	
135	889	
70	606	
196	1000	
946	42	
574	312	
691	343	
61	1000	
512	303	
621	164	
432	633	
642	200	
711	143	
277	978	
490	164	
619	202	
316	16	
796	293	
824	48	
617	411	
342	618	
362	355	
428	281	
558	582	
776	2	
127	876	
869	178	
766	23	
392	942	
794	51	
88	756	
469	320	
131	636	
438	893	
612	171	
561	632	
376	731	
796	314	
280	771	
431	537	
244	722	
680	83	
36	1000	
597	302	
967	366	
259	480	
422	567	
506	444	
822	176	
871	245	
756	155	
723	386	
416	632	
682	673	
308	771	
174	928	
119	1000	
73	909	
598	747	
220	1000	
144	1000	
650	179	
881	116	
645	251	
85	510	
531	564	
209	761	
216	597	
369	737	
915	204	
934	98	
820	421	
81	785	
876	203	
186	352	
198	507	
100	575	
833	5	
518	389	
737	289	
510	602	
848	172	
247	1000	
569	77	
315	706	
692	72	
527	936	
333	909	
811	360	
225	705	
539	464	
708	278	
54	615	
827	218	
289	611	
206	942	
240	937	
653	246	
956	71	
897	201	
539	383	
544	381	
34	624	
122	1000	
305	513	
661	194	
418	513	
861	187	
307	385	
109	1000	
605	359	
751	223	
283	438	
602	187	
593	392	
989	119	
433	179	
262	527	
846	51	
220	580	
574	253	
879	150	
758	356	
727	303	
512	530	
61	1000	
491	127	
22	655	
630	308	
576	231	
775	411	
243	546	
496	578	
578	471	
270	661	
712	29	
158	665	
29	1000	
469	704	
257	276	
904	58	
285	983	
766	396	
768	52	
373	700	
386	245	
782	140	
432	747	
249	642	
796	392	
95	1000	
414	413	
407	290	
798	280	
377	553	
374	527	
22	537	
535	163	
